gameid,league,patch,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,result,red_p1,red_p2,red_p3,red_p4,red_p5
LOLTMNT06_137020,LIT,15.16,14,114,140,44,186,1,150,82,142,125,173
LOLTMNT06_136027,LFL,15.16,128,122,27,129,170,0,175,112,103,9,171
LOLTMNT06_137023,LIT,15.16,65,36,43,30,1,0,85,54,101,75,146
LOLTMNT03_293043,NACL,15.16,128,169,27,87,103,0,183,111,178,40,82
LOLTMNT03_293045,NACL,15.16,13,156,56,36,65,0,175,8,136,104,58
LOLTMNT03_293046,NACL,15.16,125,52,4,93,59,1,46,131,118,140,155
LOLTMNT03_293048,NACL,15.16,163,49,122,110,105,0,181,191,20,62,5
LOLTMNT03_293050,NACL,15.16,85,101,54,60,147,0,132,15,141,99,182
LOLTMNT03_294071,LCKC,15.16,113,139,129,58,15,0,150,163,156,60,114
LOLTMNT03_294073,LCKC,15.16,128,169,40,122,95,0,8,175,13,27,15
LOLTMNT03_294080,LCKC,15.16,175,13,4,27,56,1,46,5,8,122,36
LOLTMNT03_294081,LCKC,15.16,129,5,114,54,62,0,46,24,140,178,103
LOLTMNT03_294088,LCKC,15.16,125,83,181,103,62,1,178,140,1,44,82
LOLTMNT03_293104,LCK,15.16,8,54,13,27,15,1,111,113,5,122,140
LOLTMNT03_294111,LCK,15.16,175,182,150,118,187,0,128,156,1,58,103
12594-12594_game_1,LPL,15.16,150,54,4,62,13,1,111,156,46,27,114
12594-12594_game_2,LPL,15.16,129,139,140,116,20,1,175,40,5,122,187
LOLTMNT03_293145,LCK,15.16,175,13,111,115,58,1,128,129,156,15,36
12594-12594_game_3,LPL,15.16,8,176,118,100,60,1,36,141,146,15,182
LOLTMNT03_293167,LCK,15.16,183,54,1,60,4,0,27,150,178,139,118
12583-12583_game_1,LPL,15.16,128,183,8,175,4,1,150,113,5,118,176
12583-12583_game_2,LPL,15.16,163,178,139,40,65,0,104,111,140,169,98
LOLTMNT01_277099,HLL,15.17,178,27,122,146,110,1,169,111,4,140,46
LOLTMNT01_277109,HLL,15.17,128,54,129,85,20,0,13,58,40,107,65
LOLTMNT01_278139,HLL,15.17,163,156,82,112,147,0,139,95,118,83,69
LOLTMNT06_136124,LIT,15.16,183,111,113,128,4,0,9,150,178,122,5
LOLTMNT06_137088,LFL,15.16,183,178,150,60,4,1,175,62,111,122,43
LOLTMNT06_137100,LIT,15.16,163,65,54,98,27,1,58,15,139,185,142
LOLTMNT03_293252,ROL,15.16,113,171,60,122,176,0,8,175,183,5,4
LOLTMNT06_137105,LFL,15.16,156,139,65,22,129,1,54,104,5,27,49
LOLTMNT06_137106,LIT,15.16,103,140,46,155,175,0,13,62,169,82,75
LOLTMNT03_294261,ROL,15.16,139,170,59,82,13,0,182,178,155,15,129
LOLTMNT03_293263,ROL,15.16,188,54,122,150,125,1,133,116,129,103,43
LOLTMNT03_293268,LPLOL,15.16,14,142,114,103,139,1,175,183,86,150,25
LOLTMNT06_137107,LFL,15.16,27,178,103,0,40,1,113,58,139,82,1
LOLTMNT06_136141,LIT,15.16,156,49,36,60,118,0,80,59,125,147,86
LOLTMNT03_293277,LPLOL,15.16,111,135,62,4,13,0,171,113,176,82,112
LOLTMNT03_294272,ROL,15.16,13,46,115,58,170,1,9,24,18,75,113
LOLTMNT06_136142,LFL,15.16,128,54,129,122,132,1,13,156,4,8,62
LOLTMNT03_294279,LPLOL,15.16,183,175,111,154,60,1,54,76,103,147,5
LOLTMNT06_136144,LFL,15.16,181,90,140,60,18,0,188,131,118,57,43
LOLTMNT03_293294,LPLOL,15.16,139,9,156,118,146,0,30,59,90,20,13
LOLTMNT03_294289,NACL,15.16,27,90,46,15,58,1,128,163,141,13,104
LOLTMNT03_293296,NACL,15.16,113,56,40,36,20,1,111,54,44,4,164
LOLTMNT03_294293,NACL,15.16,175,8,125,103,155,0,118,178,171,62,60
LOLTMNT03_293297,NACL,15.16,5,59,122,52,188,1,182,140,114,156,49
LOLTMNT03_294294,NACL,15.16,129,82,95,110,80,1,89,132,43,148,74
LOLTMNT03_294324,LCKC,15.16,128,27,178,4,150,1,5,175,104,62,1
LOLTMNT03_293318,LCKC,15.16,128,8,54,62,104,0,111,156,112,58,15
LOLTMNT03_293321,LCKC,15.16,13,114,36,46,116,1,129,54,95,118,56
LOLTMNT03_294331,LCKC,15.16,14,114,46,27,122,1,181,90,5,4,140
LOLTMNT03_293331,LCKC,15.16,58,156,14,60,15,0,85,111,100,125,122
LOLTMNT03_294344,LCKC,15.16,150,178,0,64,124,1,175,139,129,85,101
LOLTMNT03_293371,LCK,15.16,128,175,104,140,129,0,46,111,178,27,15
LOLTMNT03_293376,LCK,15.16,113,176,118,2,56,1,5,150,54,85,20
LOLTMNT03_294382,PCS,15.16,163,104,178,13,5,1,14,54,58,139,118
LOLTMNT03_294392,LCK,15.16,14,4,58,80,60,0,139,181,146,64,124
LOLTMNT03_293381,PCS,15.16,175,27,150,136,4,0,183,156,56,8,86
LOLTMNT03_293389,PCS,15.16,46,49,80,36,18,1,141,111,51,15,62
LOLTMNT03_293418,LCK,15.16,175,13,128,27,118,1,111,178,46,58,90
LOLTMNT03_294422,PCS,15.16,107,60,188,22,20,1,40,85,82,112,186
LOLTMNT03_294428,LCK,15.16,169,0,163,2,34,0,5,150,140,131,82
LOLTMNT01_279125,HLL,15.17,14,175,182,27,103,0,60,156,122,76,140
LOLTMNT01_278388,HLL,15.17,129,114,125,4,62,1,188,100,139,82,176
LOLTMNT01_278399,HLL,15.17,178,36,57,78,40,0,54,13,118,58,128
LOLTMNT03_294477,HM,15.16,183,178,13,40,86,0,59,128,90,122,36
LOLTMNT06_136179,LFL,15.16,111,141,46,59,122,1,175,2,44,9,144
LOLTMNT01_278424,LTA S,15.17,183,178,40,4,1,1,111,128,176,54,15
LOLTMNT01_279198,HLL,15.17,46,170,49,86,9,1,150,169,5,85,101
LOLTMNT03_293477,HM,15.16,111,5,169,62,65,1,27,107,2,125,103
LOLTMNT06_136183,LFL,15.16,183,156,13,20,60,0,150,62,169,118,0
LOLTMNT01_278443,LTA S,15.17,163,114,5,188,103,1,175,58,125,14,122
LOLTMNT01_279215,HLL,15.17,171,116,15,23,95,1,10,133,16,115,30
LOLTMNT03_294521,HM,15.16,0,4,9,30,171,0,57,140,94,131,49
LOLTMNT01_279227,LTA S,15.17,139,186,105,95,115,1,60,150,131,118,36
LOLTMNT06_137155,LFL,15.16,139,52,129,118,62,1,14,156,128,58,104
LOLTMNT03_294528,LPLOL,15.16,147,27,5,191,118,0,183,111,60,178,82
LOLTMNT01_278484,LTA S,15.17,129,85,101,169,0,0,104,141,182,64,147
LOLTMNT06_136189,LFL,15.16,46,113,13,20,27,0,141,132,103,44,188
LOLTMNT03_293538,LPLOL,15.16,146,139,155,57,86,0,58,135,43,49,122
LOLTMNT03_294551,LPLOL,15.16,140,54,40,30,94,0,9,129,154,90,88
LOLTMNT01_278533,LTA N,15.17,14,5,175,27,15,1,128,163,181,131,65
LOLTMNT03_294562,LPLOL,15.16,170,62,93,20,50,1,140,141,147,112,15
LOLTMNT01_278555,LTA N,15.17,169,40,46,62,103,0,111,125,156,104,176
LOLTMNT01_278563,LTA N,15.17,129,141,0,18,142,0,139,114,7,122,36
LOLTMNT03_293555,LPLOL,15.16,90,59,154,49,139,1,58,120,103,104,23
LOLTMNT01_279322,LTA N,15.17,178,4,49,58,182,0,171,85,20,146,56
LOLTMNT01_278600,LTA N,15.17,82,187,191,132,120,1,118,54,95,24,43
LOLTMNT03_293580,LCK,15.16,111,27,178,114,125,1,169,13,104,62,139
LOLTMNT03_293583,LCK,15.16,113,46,40,122,187,1,128,129,156,140,124
LOLTMNT03_294600,LCK,15.16,183,171,141,182,148,0,175,8,118,58,60
LOLTMNT03_293605,PCS,15.16,14,156,13,58,114,0,46,178,163,4,188
LOLTMNT03_294616,LJL,15.16,183,175,86,188,139,1,27,113,103,171,5
12795-12795_game_1,LPL,15.16,163,46,40,178,118,1,128,169,140,122,129
LOLTMNT03_294648,LCK,15.16,128,175,150,140,65,0,112,111,54,104,62
LOLTMNT03_293627,PCS,15.16,113,8,62,136,60,0,139,27,40,118,54
LOLTMNT06_137180,LFL2,15.16,150,90,27,25,103,1,175,111,139,36,122
12795-12795_game_2,LPL,15.16,175,111,4,187,5,1,27,150,103,141,125
LOLTMNT03_294651,LJL,15.16,163,178,111,60,122,1,58,150,54,65,110
LOLTMNT03_294649,LVP SL,15.16,183,147,141,4,60,1,8,175,128,62,103
LOLTMNT03_294664,LCK,15.16,183,80,40,4,0,1,8,178,5,58,15
LOLTMNT03_293638,PCS,15.16,111,175,5,176,124,0,131,181,125,122,187
LOLTMNT03_293642,LJL,15.16,13,176,118,43,107,1,85,20,46,1,0
LOLTMNT06_136234,LFL2,15.16,183,128,111,4,156,0,27,82,139,116,19
LOLTMNT03_294671,LVP SL,15.16,1,156,0,140,118,1,139,129,80,59,86
12795-12795_game_3,LPL,15.16,13,131,181,85,20,1,171,139,58,170,124
LOLTMNT03_293648,LCK,15.16,169,1,125,85,20,1,129,27,74,122,60
LOLTMNT03_294680,LJL,15.16,14,82,36,112,170,0,4,181,62,125,105
LOLTMNT03_293655,LVP SL,15.16,163,131,5,122,181,1,13,107,104,27,182
12795-12795_game_4,LPL,15.16,104,2,54,142,0,1,62,1,15,60,186
LOLTMNT06_136242,LFL2,15.16,46,27,113,171,82,1,13,107,62,122,40
LOLTMNT03_294691,LVP SL,15.16,169,142,87,125,148,0,36,178,82,14,56
12795-12795_game_5,LPL,15.16,8,114,56,176,152,0,146,82,59,161,105
LOLTMNT06_137196,LFL2,15.16,175,103,49,58,60,0,183,14,20,90,0
LOLTMNT04_130082,TCL,15.17,175,62,111,60,4,1,150,113,176,122,98
LOLTMNT03_293737,HM,15.16,183,90,139,65,171,1,27,178,25,104,14
LOLTMNT03_294782,LVP SL,15.16,183,169,150,60,103,1,14,175,176,122,114
LOLTMNT04_130086,TCL,15.17,183,116,188,103,43,1,59,14,80,44,82
LOLTMNT06_137217,PRMP,15.16,46,175,40,62,4,0,111,54,56,27,103
LOLTMNT03_293767,HM,15.16,113,111,0,10,94,1,175,4,43,13,58
LOLTMNT01_278773,LTA S,15.17,183,113,8,104,46,0,128,175,111,4,140
LOLTMNT06_136270,NLC,15.16,147,175,25,176,118,1,113,27,150,15,5
LOLTMNT03_294809,LVP SL,15.16,113,40,118,140,1,1,128,129,178,36,82
LOLTMNT04_130087,TCL,15.17,104,191,36,125,151,1,58,19,57,115,88
LOLTMNT01_278784,LTA S,15.17,14,60,178,58,15,0,125,188,141,27,115
LOLTMNT06_136271,PRMP,15.16,150,178,60,9,148,0,8,100,114,82,59
LOLTMNT03_294825,HM,15.16,128,142,181,82,141,0,182,140,93,122,131
LOLTMNT03_293790,LVP SL,15.16,139,54,4,59,171,1,90,57,43,124,142
LOLTMNT06_137226,NLC,15.16,111,114,125,142,4,0,54,40,173,59,20
LOLTMNT06_137227,PRMP,15.16,156,140,20,146,139,1,122,90,181,22,30
LOLTMNT01_278806,LTA S,15.17,139,169,40,10,133,0,25,129,173,85,122
LOLTMNT03_293809,LPLOL,15.16,183,139,82,150,113,0,62,104,0,4,71
LOLTMNT03_293825,LVP SL,15.16,147,20,25,170,155,0,131,62,104,0,49
LOLTMNT06_136273,PRMP,15.16,16,13,36,182,15,1,163,169,5,129,65
LOLTMNT03_293849,LPLOL,15.16,128,163,156,144,1,1,65,178,142,122,8
LOLTMNT03_293856,LPLOL,15.16,156,122,46,140,40,0,111,103,178,44,164
LOLTMNT01_278845,LTA N,15.17,175,40,188,4,85,0,128,111,178,104,58
LOLTMNT03_293857,LPLOL,15.16,183,54,49,0,18,1,9,175,15,11,43
LOLTMNT01_278856,LTA N,15.17,183,8,139,170,18,0,27,13,118,156,60
LOLTMNT01_279570,LTA N,15.17,163,150,114,103,41,0,140,125,131,129,124
LOLTMNT03_294914,LCK,15.16,175,13,40,58,114,0,128,129,54,4,36
LOLTMNT03_294918,LCK,15.16,111,107,46,140,90,0,8,178,5,118,62
LOLTMNT03_294949,LCK,15.16,8,113,46,85,20,0,54,111,5,27,118
LOLTMNT03_293918,PCS,15.16,175,60,111,142,4,0,104,183,139,56,13
LOLTMNT03_294951,LCK,15.16,128,169,1,103,187,0,14,178,40,140,82
12796-12796_game_1,LPL,15.16,128,183,122,13,169,0,178,104,62,112,129
LOLTMNT03_293921,PCS,15.16,178,27,122,49,182,0,176,118,156,129,25
LOLTMNT06_137243,LFL2,15.16,183,90,122,60,171,1,111,175,5,118,140
LOLTMNT03_293923,LCK,15.16,13,175,62,56,114,0,182,156,129,58,90
12796-12796_game_2,LPL,15.16,163,156,182,82,150,0,54,140,56,103,1
LOLTMNT03_294967,PCS,15.16,5,8,113,140,15,1,181,131,0,36,115
LOLTMNT06_137248,LFL2,15.16,183,13,104,107,125,1,59,175,146,122,0
12796-12796_game_3,LPL,15.16,175,4,27,139,188,1,2,113,5,36,15
LOLTMNT03_294985,PCS,15.16,62,169,1,18,112,1,150,58,141,114,30
LOLTMNT06_136291,LFL2,15.16,14,142,103,156,112,1,183,181,90,122,0
12796-12796_game_4,LPL,15.16,111,114,0,132,20,1,125,40,110,58,65
LOLTMNT06_137253,LFL2,15.16,183,156,103,1,136,0,27,82,19,60,146
LOLTMNT03_295020,LPLOL,15.16,139,107,104,59,122,0,5,156,14,27,4
LOLTMNT04_129088,TCL,15.17,128,14,58,122,0,1,40,175,188,27,4
LOLTMNT03_293986,LPLOL,15.16,140,116,128,184,138,0,57,191,58,18,40
LOLTMNT03_295025,LVP SL,15.16,163,175,8,0,20,0,129,113,128,4,36
LOLTMNT04_129093,TCL,15.17,113,5,129,176,118,0,13,140,125,110,104
LOLTMNT03_295033,LPLOL,15.16,113,103,62,129,0,0,175,27,122,13,38
LOLTMNT01_278985,LTA S,15.17,163,111,40,103,107,1,175,128,58,2,122
LOLTMNT03_294000,LVP SL,15.16,46,114,147,176,82,1,5,178,171,118,140
LOLTMNT03_296009,LPLOL,15.16,163,178,147,191,56,1,169,1,59,86,88
LOLTMNT04_130102,TCL,15.17,156,49,9,139,148,0,85,8,173,82,43
LOLTMNT01_279672,LTA S,15.17,183,14,5,54,118,1,156,27,188,23,104
LOLTMNT03_295046,LVP SL,15.16,14,60,122,62,54,1,2,131,23,15,155
LOLTMNT03_296031,LPLOL,15.16,30,54,49,187,82,1,140,90,156,93,154
LOLTMNT04_130103,TCL,15.17,178,59,20,56,171,0,62,103,182,116,2
LOLTMNT01_279682,LTA S,15.17,13,178,60,187,124,1,150,125,140,4,191
LOLTMNT03_295065,LVP SL,15.16,103,188,181,125,90,0,59,154,1,56,80
LOLTMNT03_295067,LPLOL,15.16,59,175,122,150,25,1,58,118,83,40,125
LOLTMNT01_280013,LTA S,15.17,56,131,181,62,82,1,182,90,129,36,20
LOLTMNT01_279707,LTA N,15.17,183,171,15,125,131,1,163,111,103,175,60
LOLTMNT01_280063,LTA N,15.17,150,128,4,132,114,0,8,85,178,13,101
LOLTMNT01_279725,LTA N,15.17,129,156,5,122,62,1,169,40,0,36,20
LOLTMNT01_280077,LRN,15.17,128,156,129,27,122,1,113,13,8,58,15
LOLTMNT01_279732,LTA N,15.17,139,176,118,147,157,1,43,27,82,49,141
LOLTMNT01_279731,LRN,15.17,104,54,140,2,60,0,178,65,36,111,0
LOLTMNT01_279737,LRN,15.17,169,40,5,85,20,0,150,139,114,62,118
LOLTMNT01_280126,LCKC,15.17,175,5,40,27,118,0,128,111,107,176,124
LOLTMNT01_280127,LCKC,15.17,14,139,54,58,15,0,178,13,114,1,187
LOLTMNT01_279786,LCKC,15.17,150,62,4,80,60,1,104,125,36,146,116
LOLTMNT01_280132,LCKC,15.17,182,8,100,103,59,0,129,140,186,0,82
LOLTMNT01_280137,LCKC,15.17,85,57,20,105,158,1,46,131,132,148,155
12797-12797_game_1,LPL,15.16,128,156,150,58,122,1,104,139,54,27,111
12797-12797_game_2,LPL,15.16,163,178,40,5,15,0,8,4,140,100,46
LOLTMNT01_279813,LCKC,15.17,111,140,4,5,169,0,129,178,27,118,46
12797-12797_game_3,LPL,15.16,13,169,62,125,90,0,183,129,118,186,60
LOLTMNT01_279821,LCKC,15.17,128,163,104,1,186,0,175,40,58,65,2
LOLTMNT01_279833,LCKC,15.17,139,49,54,122,59,0,113,171,182,95,82
LOLTMNT01_280270,LRS,15.17,175,139,163,4,1,0,27,122,14,5,131
LOLTMNT01_279930,LRS,15.17,13,54,140,125,65,0,171,62,178,118,56
LOLTMNT01_279935,CD,15.17,113,111,128,118,59,1,178,13,14,140,15
LOLTMNT01_279941,LRS,15.17,169,187,103,49,60,1,36,40,156,114,23
LOLTMNT01_280298,CD,15.17,129,141,5,27,104,0,8,54,125,85,122
LOLTMNT01_280309,CD,15.17,163,141,5,14,152,1,175,128,150,4,27
LOLTMNT01_280310,LRS,15.17,113,142,82,182,8,1,128,95,141,15,188
LOLTMNT01_279966,CD,15.17,54,2,140,60,122,0,111,131,125,118,176
LOLTMNT01_279969,LRS,15.17,85,101,112,80,2,1,20,43,155,170,129
LOLTMNT01_280350,LCKC,15.17,111,169,60,27,4,0,128,40,178,140,124
LOLTMNT01_281018,LCKC,15.17,150,62,104,114,0,1,1,107,118,5,85
LOLTMNT01_280354,LCKC,15.17,175,13,125,9,154,1,14,156,112,58,103
LOLTMNT01_280359,LCKC,15.17,163,43,122,181,90,1,139,54,171,36,82
LOLTMNT01_280381,LCKC,15.17,111,178,5,176,118,1,8,175,104,27,139
12798-12798_game_1,LPL,15.16,128,129,114,176,118,1,40,5,54,85,103
LOLTMNT01_281044,LCKC,15.17,128,54,129,187,86,0,140,4,40,13,107
12798-12798_game_2,LPL,15.16,175,182,150,122,62,0,8,178,125,4,140
LOLTMNT01_280391,LCKC,15.17,169,62,1,0,90,1,183,150,103,60,146
12798-12798_game_3,LPL,15.16,181,131,161,27,152,0,13,183,156,82,56
LOLTMNT01_281064,LCKC,15.17,171,95,122,56,114,0,125,36,82,142,52
LOLTMNT01_280416,LCKC,15.17,182,80,78,155,34,0,43,181,131,115,93
LOLTMNT04_129113,TCL,15.17,175,163,8,103,13,1,156,129,58,122,139
LOLTMNT04_129117,TCL,15.17,128,178,150,176,118,1,46,62,40,141,82
LOLTMNT04_129119,LFL,15.17,163,113,46,4,99,1,13,169,56,122,62
LOLTMNT04_129116,PRM,15.17,156,62,104,139,129,1,27,175,13,103,136
LOLTMNT01_281131,ROL,15.17,46,150,103,140,141,1,27,113,20,134,49
LOLTMNT04_129121,TCL,15.17,169,171,57,85,20,0,131,27,15,60,181
LOLTMNT01_281142,ROL,15.17,131,181,122,176,173,0,139,178,4,62,84
LOLTMNT04_129125,PRM,15.17,150,54,46,187,86,1,178,111,138,36,118
LOLTMNT04_130128,EBL,15.17,183,113,139,99,122,0,175,27,5,150,4
LOLTMNT04_129127,LFL,15.17,111,60,54,176,118,0,128,27,40,141,103
LOLTMNT04_129128,TCL,15.17,183,86,2,100,56,1,111,107,65,140,71
LOLTMNT04_129131,EBL,15.17,163,54,129,0,103,1,140,169,125,78,154
LOLTMNT01_280496,ROL,15.17,60,58,104,82,107,0,175,163,65,1,88
LOLTMNT04_129132,PRM,15.17,114,60,59,82,93,0,57,90,128,58,189
LOLTMNT01_281159,LPLOL,15.17,175,5,2,176,118,0,183,13,0,131,114
LOLTMNT04_129133,LFL,15.17,90,57,182,58,82,0,85,178,125,8,94
LOLTMNT04_129134,EBL,15.17,104,95,131,44,181,1,58,65,173,56,100
LOLTMNT01_280527,ROL,15.17,90,85,0,132,114,1,111,5,146,155,115
LOLTMNT04_130133,PRM,15.17,5,99,85,98,18,1,183,125,170,65,110
LOLTMNT01_280533,LPLOL,15.17,60,27,14,4,90,1,62,122,30,181,19
LOLTMNT01_281180,LRS,15.17,183,65,54,125,2,0,104,178,27,111,128
LOLTMNT01_280551,ROL,15.17,147,169,112,160,86,0,54,171,30,187,15
LOLTMNT01_281186,LPLOL,15.17,139,1,22,105,103,1,54,49,86,46,164
LOLTMNT01_281198,CD,15.17,183,54,145,4,0,0,150,131,5,187,124
LOLTMNT01_280556,LRS,15.17,163,90,181,25,15,1,58,156,139,188,122
LOLTMNT01_281202,CD,15.17,156,129,182,58,122,1,13,105,56,27,20
LOLTMNT01_281203,LRS,15.17,85,52,40,182,118,1,129,132,4,19,0
LOLTMNT01_280576,CD,15.17,113,111,125,59,65,1,178,140,1,44,15
LOLTMNT01_281209,LRS,15.17,131,56,9,24,103,1,114,140,14,161,94
LOLTMNT01_280586,CD,15.17,163,14,82,139,116,0,188,107,181,136,43
LOLTMNT01_281294,LCK,15.17,128,54,8,103,62,0,111,113,112,104,95
LOLTMNT01_280651,LCK,15.17,129,175,27,4,0,1,13,156,5,85,20
LOLTMNT01_280659,LCK,15.17,150,125,140,122,110,1,178,139,1,22,34
LOLTMNT01_281315,LCK,15.17,181,107,57,171,18,0,90,188,155,56,118
LOLTMNT01_280682,LCK,15.17,169,43,40,187,152,1,60,58,24,82,146
LOLTMNT01_280709,HLL,15.17,14,178,139,140,122,1,150,27,110,82,120
LOLTMNT01_281368,HLL,15.17,183,40,116,60,118,0,62,13,103,131,0
LOLTMNT04_130139,TCL,15.17,175,163,8,56,4,1,14,178,58,122,30
LOLTMNT01_281382,HLL,15.17,5,114,58,146,173,0,128,175,8,4,164
LOLTMNT04_130144,TCL,15.17,150,62,54,104,138,1,111,140,116,182,65
LOLTMNT04_129147,LFL,15.17,128,54,183,122,40,1,111,156,118,62,5
LOLTMNT04_129156,LFL,15.17,163,0,104,78,116,1,140,150,103,125,114
LOLTMNT04_130147,TCL,15.17,183,5,15,2,170,1,176,118,125,83,158
LOLTMNT04_130148,EBL,15.17,111,169,62,0,118,1,175,27,40,139,4
LOLTMNT04_129157,EBL,15.17,14,112,103,94,187,0,181,90,57,122,155
LOLTMNT04_130149,LFL,15.17,13,58,175,20,60,1,27,147,4,141,69
LOLTMNT04_130150,TCL,15.17,85,20,43,40,105,1,27,82,191,23,36
LOLTMNT01_280794,LPLOL,15.17,111,60,122,142,169,1,139,183,4,49,156
LOLTMNT04_129158,EBL,15.17,104,107,140,65,71,0,13,113,85,15,182
LOLTMNT04_130151,LFL,15.17,14,36,43,154,83,1,188,131,57,90,155
LOLTMNT04_130152,TCL,15.17,13,9,154,141,181,0,59,18,129,131,57
LOLTMNT01_281454,LPLOL,15.17,13,83,57,15,132,0,175,128,147,118,36
LOLTMNT01_280815,LPLOL,15.17,129,114,5,160,103,1,1,113,46,9,20
LOLTMNT04_129159,LFL,15.17,18,120,190,44,59,1,129,115,23,95,105
LOLTMNT01_281482,CD,15.17,113,129,128,59,4,0,13,141,60,58,103
LOLTMNT01_280838,CD,15.17,183,54,171,46,114,0,27,107,111,122,28
LOLTMNT01_280840,NACL,15.17,128,169,118,36,76,1,111,27,114,112,101
LOLTMNT01_280846,NACL,15.17,14,131,56,132,103,1,188,183,141,44,122
LOLTMNT01_281511,CD,15.17,8,139,186,10,133,0,150,100,118,182,95
LOLTMNT01_280855,CD,15.17,163,178,82,14,0,1,188,125,56,15,1
LOLTMNT01_280853,NACL,15.17,125,113,4,49,187,1,175,163,20,171,136
LOLTMNT01_280856,NACL,15.17,54,82,157,164,8,0,62,5,116,152,165
LOLTMNT01_281519,CD,15.17,104,140,170,136,146,1,65,169,36,43,165
LOLTMNT01_281588,LCK,15.17,14,156,13,27,103,1,150,178,5,4,140
LOLTMNT01_280941,LCK,15.17,113,62,104,0,99,1,54,8,125,176,86
LOLTMNT01_281603,LCK,15.17,169,1,60,64,124,0,85,139,20,129,100
LOLTMNT01_280961,LCK,15.17,183,122,46,131,170,1,128,175,118,40,164
LOLTMNT01_281636,LCK,15.17,158,141,57,36,82,1,58,15,186,93,23
LOLTMNT01_282004,HLL,15.17,8,36,178,118,128,1,175,27,40,122,5
LOLTMNT01_281671,HLL,15.17,129,156,182,58,65,0,188,139,116,15,140
LOLTMNT01_282033,HLL,15.17,183,4,170,146,56,1,150,107,103,187,125
LOLTMNT01_281709,LVP SL,15.17,128,59,156,114,1,1,40,27,169,122,14
LOLTMNT04_129167,LFL,15.17,128,113,14,58,4,1,112,175,188,62,104
LOLTMNT01_282057,ROL,15.17,27,54,2,20,60,1,111,95,122,178,43
LOLTMNT01_281718,HLL,15.17,1,169,95,25,6,1,90,163,155,60,154
LOLTMNT04_130164,LFL,15.17,139,100,122,132,49,1,156,13,114,25,142
LOLTMNT01_281727,ROL,15.17,171,0,62,154,90,1,46,58,181,82,170
LOLTMNT01_281731,LVP SL,15.17,163,170,78,182,104,1,13,175,140,5,15
LOLTMNT04_129170,EBL,15.17,175,139,40,62,103,0,111,169,46,187,20
LOLTMNT01_282095,LVP SL,15.17,111,113,118,155,112,1,171,141,103,62,75
LOLTMNT04_130166,LFL,15.17,183,178,82,0,2,0,27,103,150,116,125
LOLTMNT04_129173,EBL,15.17,27,112,104,82,72,1,95,128,156,118,99
LOLTMNT01_282099,ROL,15.17,175,48,118,139,13,1,163,141,49,40,30
LOLTMNT01_281769,LPLOL,15.17,163,113,57,20,2,0,95,54,122,150,112
LOLTMNT04_130167,EBL,15.17,178,132,44,136,2,1,80,140,122,182,168
LOLTMNT01_282116,LVP SL,15.17,150,178,58,65,136,0,36,49,82,52,43
LOLTMNT04_129174,LFL,15.17,118,141,140,60,1,0,169,15,171,187,43
LOLTMNT01_281783,LPLOL,15.17,173,103,172,27,125,0,14,131,4,132,0
LOLTMNT01_282127,ROL,15.17,156,93,112,114,176,1,169,133,155,172,15
LOLTMNT01_282141,LPLOL,15.17,111,15,58,30,56,1,147,156,82,36,139
LOLTMNT04_129177,LFL,15.17,131,5,57,106,124,1,18,146,46,80,9
LOLTMNT01_281796,ROL,15.17,131,36,145,5,124,0,107,129,132,4,23
LOLTMNT01_282156,LPLOL,15.17,13,169,118,59,60,0,10,90,114,40,170
LOLTMNT01_281807,NACL,15.17,128,132,103,141,150,1,111,27,5,122,131
LOLTMNT01_282179,NACL,15.17,183,56,118,156,13,0,175,176,136,15,93
LOLTMNT01_281822,NACL,15.17,171,4,140,139,116,0,133,178,82,187,98
LOLTMNT01_281893,LCK,15.17,183,111,107,40,4,0,8,175,128,27,118
LOLTMNT01_281906,LCK,15.17,129,140,54,182,15,0,150,178,5,187,122
LOLTMNT01_281934,LCP,15.17,111,27,114,40,100,0,129,54,128,4,140
LOLTMNT01_282298,LCK,15.17,104,169,1,62,43,1,13,85,20,46,100
LOLTMNT01_282320,LCP,15.17,175,146,60,95,15,0,1,169,46,118,58
LOLTMNT01_281961,LCK,15.17,139,36,82,80,158,1,90,132,0,148,142
LOLTMNT01_282352,RL,15.17,175,13,118,180,58,1,27,156,122,171,88
LOLTMNT01_282381,LCP,15.17,175,4,27,13,5,0,14,113,163,15,182
LOLTMNT01_283051,LCP,15.17,128,140,122,156,1,0,150,169,40,58,103
LOLTMNT01_282399,RL,15.17,183,82,116,14,0,0,65,178,9,129,56
LOLTMNT01_282447,RL,15.17,139,86,187,3,83,0,46,85,101,30,111
LOLTMNT04_129201,TCL,15.17,175,8,58,5,114,0,54,163,40,118,125
LOLTMNT04_130187,LEC,15.17,139,107,111,9,154,1,128,118,176,40,178
LOLTMNT01_283188,RL,15.17,54,144,140,146,60,0,62,20,107,1,38
LOLTMNT04_129221,TCL,15.17,150,85,103,170,43,1,129,62,122,178,80
LOLTMNT04_129225,PRM,15.17,128,113,111,140,18,1,57,156,33,188,15
LOLTMNT04_129223,LEC,15.17,129,4,62,5,169,1,27,122,19,57,60
LOLTMNT01_283231,LTA S,15.17,183,141,14,43,122,0,175,129,125,163,118
LOLTMNT01_283223,RL,15.17,114,22,15,44,147,0,191,57,103,132,150
