gameid,league,patch,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,result,red_p1,red_p2,red_p3,red_p4,red_p5
11728-11728_game_4,LPL,15.02,22,125,20,185,187,1,178,82,188,173,142
LOLTMNT06_95832,LFL2,15.01,141,163,111,118,56,1,57,90,36,125,99
LOLTMNT01_192599,LCP,15.02,141,10,56,2,124,1,128,163,178,14,82
LOLTMNT06_96870,LFL2,15.01,90,9,60,154,49,1,163,131,122,28,2
LOLTMNT01_192618,LCP,15.02,95,175,4,145,44,1,176,118,161,40,74
LOLTMNT01_191597,LTA S,15.02,60,36,14,131,122,1,111,107,43,27,4
LOLTMNT04_92110,LEC,15.02,163,60,122,178,111,0,27,169,62,5,40
LOLTMNT01_191624,LTA S,15.02,90,10,20,56,1,1,57,178,171,58,15
LOLTMNT04_92114,LEC,15.02,131,27,36,4,125,0,60,163,122,191,142
LOLTMNT01_192707,LTA S,15.02,5,169,62,114,40,0,125,175,155,118,145
LOLTMNT04_92126,LEC,15.02,60,36,131,114,2,0,169,27,5,150,20
LOLTMNT01_192721,LTA S,15.02,60,131,36,4,171,0,90,27,43,62,118
LOLTMNT04_92133,LEC,15.02,90,27,122,58,128,0,163,60,4,19,142
LOLTMNT01_191692,LTA S,15.02,163,14,5,20,170,1,175,13,57,95,15
LOLTMNT04_92142,LEC,15.02,27,191,32,122,44,1,64,131,124,181,128
LOLTMNT01_191712,LTA N,15.02,141,163,56,82,49,0,52,10,162,24,122
LOLTMNT01_191715,LTA S,15.02,169,122,125,9,1,1,56,113,114,187,172
LOLTMNT01_191718,LTA N,15.02,60,169,171,22,90,0,5,131,14,58,104
LOLTMNT01_192790,LTA N,15.02,107,111,5,95,122,0,13,175,125,10,20
LOLTMNT01_192797,LTA N,15.02,163,169,1,118,114,0,181,131,82,188,43
LOLTMNT03_191289,LCK,15.01,57,178,171,22,34,1,169,13,103,36,49
LOLTMNT01_191805,LJL,15.02,128,13,163,107,122,1,131,181,36,112,4
LOLTMNT01_191806,LJL,15.02,60,175,146,59,122,0,90,4,150,170,62
LOLTMNT01_192856,LJL,15.02,141,59,54,49,86,1,170,163,98,40,18
LOLTMNT03_191291,LCK,15.01,131,2,125,176,122,0,60,5,83,59,86
LOLTMNT01_191839,LJL,15.02,13,5,163,131,124,0,10,169,43,118,171
LOLTMNT01_191831,LJL,15.02,163,150,181,56,103,0,36,131,2,125,15
LOLTMNT01_191840,LJL,15.02,60,59,178,49,18,0,10,191,56,124,1
LOLTMNT01_192882,LJL,15.02,60,131,14,27,82,1,90,175,4,147,95
LOLTMNT01_191841,LJL,15.02,10,131,57,122,14,0,60,169,163,114,111
LOLTMNT01_192883,LJL,15.02,87,36,65,107,112,0,181,131,103,62,5
LOLTMNT01_192888,LJL,15.02,13,169,4,62,112,0,163,171,114,170,23
LOLTMNT01_191848,LJL,15.02,141,13,5,36,122,1,90,163,150,60,20
LOLTMNT01_191851,LJL,15.02,36,5,175,49,90,0,95,169,57,40,82
LOLTMNT01_192891,LJL,15.02,60,27,171,169,82,0,57,40,95,150,122
LOLTMNT01_192890,LJL,15.02,87,20,182,176,131,1,169,95,128,118,1
LOLTMNT01_191853,LJL,15.02,56,191,20,59,146,1,44,131,15,176,2
LOLTMNT03_191298,LCK,15.01,57,36,14,114,178,1,163,5,13,80,103
LOLTMNT01_192900,LJL,15.02,90,36,147,122,178,0,150,27,175,4,139
LOLTMNT01_192897,LJL,15.02,141,128,122,171,27,1,131,95,40,90,150
LOLTMNT01_192901,LJL,15.02,128,131,181,58,82,1,170,163,171,103,139
LOLTMNT01_191865,LJL,15.02,27,46,60,166,122,1,59,34,139,171,175
LOLTMNT01_191863,LJL,15.02,10,178,57,40,82,0,56,191,20,59,14
LOLTMNT01_192903,LJL,15.02,95,125,147,175,118,0,5,13,107,36,191
LOLTMNT03_190508,LCK,15.01,169,56,150,58,82,0,125,22,34,191,181
LOLTMNT01_191882,LCP,15.02,36,82,178,139,14,0,163,13,113,34,56
LOLTMNT06_95858,LFL2,15.01,27,169,60,82,2,0,163,90,128,122,40
LOLTMNT01_191887,LCP,15.02,95,122,80,112,49,0,57,105,155,10,20
LOLTMNT06_95862,LFL2,15.01,13,90,58,103,5,1,57,163,105,4,71
LOLTMNT01_192954,LCP,15.02,27,131,128,95,122,1,163,60,169,118,1
LOLTMNT06_96906,LFL2,15.01,27,90,128,62,118,1,60,82,36,181,66
LOLTMNT01_192973,LCP,15.02,22,170,56,172,113,0,58,178,13,44,4
LOLTMNT06_95864,LFL2,15.01,27,6,181,122,88,1,57,171,22,131,4
LOLTMNT01_193039,LTA S,15.02,10,169,13,15,43,1,60,57,191,58,122
LOLTMNT04_92193,LEC,15.02,60,169,163,122,14,1,27,171,5,178,124
LOLTMNT01_194013,LTA S,15.02,163,125,82,1,178,1,5,90,181,118,176
LOLTMNT04_93166,LEC,15.02,171,36,131,57,34,0,163,175,14,20,44
LOLTMNT01_193073,LTA S,15.02,175,2,36,4,161,1,27,171,131,103,46
LOLTMNT01_193083,LTA S,15.02,27,131,5,118,171,1,14,36,125,170,82
LOLTMNT04_93174,LEC,15.02,90,36,14,57,82,1,163,178,146,125,118
LOLTMNT04_92211,LEC,15.02,171,178,32,82,57,1,64,131,122,146,56
LOLTMNT01_194060,LTA S,15.02,163,175,13,124,56,0,169,57,1,122,187
LOLTMNT04_92219,LEC,15.02,60,171,131,122,59,0,5,191,181,36,82
LOLTMNT01_194069,LTA N,15.02,57,169,36,34,14,0,5,163,114,170,40
LOLTMNT01_194092,LTA N,15.02,128,175,111,59,20,0,13,95,122,178,2
LOLTMNT01_193134,LTA N,15.02,64,131,132,181,128,0,60,124,32,175,14
LOLTMNT01_193140,LTA N,15.02,13,107,36,82,111,0,27,113,150,125,169
LOLTMNT04_92277,LEC,15.02,171,60,175,106,122,1,163,169,5,118,40
LOLTMNT04_93276,LEC,15.02,169,64,122,128,142,1,163,105,125,20,57
LOLTMNT04_93287,LEC,15.02,60,191,27,95,103,1,163,57,105,82,142
LOLTMNT04_93299,LEC,15.02,171,178,36,82,43,1,163,131,49,56,20
LOLTMNT04_93308,LEC,15.02,171,131,36,118,56,0,27,169,5,49,103
LOLTMNT01_193541,HLL,15.02,27,90,95,60,122,1,163,171,131,20,43
LOLTMNT01_194511,HLL,15.02,175,36,112,122,49,0,191,163,60,103,142
LOLTMNT01_194534,HW,15.02,49,163,170,4,44,1,57,171,169,122,36
LOLTMNT01_193617,RL,15.02,141,36,5,4,171,0,57,82,52,59,49
LOLTMNT01_194545,HLL,15.02,141,163,124,2,60,0,27,122,14,54,0
LOLTMNT04_93347,PRM,15.02,163,122,60,2,54,0,107,95,14,103,114
LOLTMNT01_193651,LVP SL,15.02,163,60,90,14,86,1,36,131,5,118,68
LOLTMNT01_194565,HW,15.02,27,82,105,129,60,1,36,191,4,155,139
LOLTMNT01_194562,RL,15.02,60,27,122,137,1,1,175,10,20,128,181
LOLTMNT01_194596,LVP SL,15.02,90,122,27,14,5,0,57,95,4,131,146
LOLTMNT04_93358,PRM,15.02,10,131,181,4,125,1,171,36,175,5,34
LOLTMNT01_193701,HW,15.02,163,83,49,103,30,1,64,175,111,57,82
LOLTMNT01_194621,RL,15.02,163,56,118,169,166,1,95,103,113,172,146
LOLTMNT01_194638,LVP SL,15.02,163,141,128,171,4,0,139,122,181,36,19
LOLTMNT04_92372,PRM,15.02,27,178,128,133,82,1,13,169,43,187,20
LOLTMNT01_193731,HW,15.02,27,191,122,46,59,1,175,60,10,82,49
LOLTMNT01_193749,LVP SL,15.02,27,90,128,82,187,0,95,131,5,171,103
LOLTMNT04_92376,PRM,15.02,27,122,112,170,1,1,163,57,20,191,125
LOLTMNT01_194670,HW,15.02,141,114,176,49,60,0,6,122,95,171,46
LOLTMNT04_93366,RL,15.02,57,36,82,175,171,0,5,163,122,52,49
LOLTMNT01_193769,LVP SL,15.02,171,178,36,114,175,1,40,169,5,187,124
LOLTMNT04_92378,PRM,15.02,169,171,118,114,62,1,36,82,40,2,74
LOLTMNT04_93368,RL,15.02,128,169,62,90,142,0,95,131,103,125,11
LOLTMNT04_93369,PRM,15.02,107,181,44,148,132,0,111,175,43,95,189
LOLTMNT04_92393,TCL,15.02,163,5,82,178,14,1,27,57,122,191,36
LOLTMNT01_194910,HLL,15.02,90,49,57,36,65,1,163,13,131,118,110
LOLTMNT04_92400,TCL,15.02,90,163,60,169,111,0,57,170,36,103,49
LOLTMNT01_195023,HLL,15.02,122,62,40,178,23,1,90,163,14,124,56
LOLTMNT01_194969,HW,15.02,163,141,82,111,23,1,27,57,20,19,60
LOLTMNT01_194968,RL,15.02,171,95,107,88,122,1,178,163,60,87,4
LOLTMNT01_194983,HLL,15.02,128,163,103,142,169,1,65,131,157,140,184
LOLTMNT04_93405,TCL,15.02,27,131,5,2,118,1,57,90,181,122,22
LOLTMNT01_195065,LVP SL,15.02,107,111,5,59,103,1,57,171,176,122,170
LOLTMNT04_92414,NLC,15.02,27,169,44,53,1,1,175,128,36,118,111
LOLTMNT04_92412,PRM,15.02,13,170,82,139,62,1,90,57,27,103,176
LOLTMNT06_95937,LFL,15.01,27,178,171,82,57,1,60,191,181,58,122
LOLTMNT01_194998,RL,15.02,27,175,82,166,125,0,191,36,20,22,56
LOLTMNT01_195079,HLL,15.02,141,128,95,82,49,1,27,171,178,44,118
LOLTMNT01_196019,HW,15.02,163,1,103,47,30,1,36,57,20,146,74
LOLTMNT01_195094,LVP SL,15.02,60,59,103,150,120,0,27,122,14,114,170
LOLTMNT04_93409,TCL,15.02,128,169,14,122,64,0,36,131,103,125,150
LOLTMNT04_92422,NLC,15.02,64,54,124,139,49,1,32,104,122,147,70
LOLTMNT06_96972,LFL,15.01,64,90,171,125,124,0,5,27,131,2,104
LOLTMNT04_92426,PRM,15.02,163,122,14,175,125,1,171,64,4,169,44
LOLTMNT01_196077,RL,15.02,13,170,163,82,112,0,27,128,122,131,14
LOLTMNT01_196083,LVP SL,15.02,60,191,27,95,122,0,163,136,14,170,82
LOLTMNT01_195149,HW,15.02,27,76,52,161,6,0,64,175,122,60,1
LOLTMNT04_93416,PRM,15.02,128,131,181,124,155,1,40,107,2,187,86
LOLTMNT06_95948,LFL,15.01,64,169,43,147,104,0,163,60,122,191,180
LOLTMNT04_93414,NLC,15.02,163,60,122,146,178,0,169,36,118,43,24
LOLTMNT01_195182,RL,15.02,90,59,103,49,23,1,175,118,5,36,111
LOLTMNT01_195188,LVP SL,15.02,60,178,111,58,118,1,5,163,131,1,122
LOLTMNT01_195191,HW,15.02,175,36,44,181,122,0,27,57,177,131,114
LOLTMNT04_92436,PRM,15.02,175,59,82,5,2,0,27,191,57,15,14
LOLTMNT04_93418,NLC,15.02,57,107,13,59,124,0,5,191,181,62,90
LOLTMNT06_95950,LFL,15.01,60,169,22,49,122,1,27,171,43,107,15
LOLTMNT01_196131,LVP SL,15.02,163,171,125,80,34,0,5,36,14,178,103
LOLTMNT01_195208,RL,15.02,169,188,181,189,56,0,178,176,150,124,88
LOLTMNT04_92437,PRM,15.02,34,139,22,40,107,1,111,60,54,95,104
LOLTMNT04_92438,NLC,15.02,128,103,95,14,54,0,175,0,82,187,1
LOLTMNT04_92439,PRM,15.02,163,147,71,113,170,1,58,43,68,178,124
LOLTMNT01_195330,LJL,15.02,141,171,36,82,139,1,13,27,112,175,20
LOLTMNT01_195345,LJL,15.02,60,36,131,111,15,0,57,163,178,82,147
LOLTMNT01_195389,LJL,15.02,60,46,40,95,122,1,38,36,1,170,4
LOLTMNT01_195424,LJL,15.02,163,131,181,128,20,1,87,74,182,103,10
LOLTMNT01_196369,HLL,15.02,27,175,82,171,23,0,60,170,122,22,2
LOLTMNT04_93460,TCL,15.02,131,60,36,118,181,1,95,90,57,122,171
LOLTMNT01_196409,HLL,15.02,60,175,49,140,184,0,171,169,128,163,4
LOLTMNT04_92470,TCL,15.02,64,90,124,49,43,1,14,131,36,118,180
LOLTMNT01_195482,HLL,15.02,60,163,170,4,150,1,169,27,82,43,188
LOLTMNT01_196434,HW,15.02,64,54,104,44,181,0,10,170,60,115,1
LOLTMNT04_92483,TCL,15.02,27,178,122,114,150,0,5,131,95,118,171
LOLTMNT01_196450,HLL,15.02,13,131,43,59,122,1,40,175,36,51,4
LOLTMNT01_195516,LVP SL,15.02,169,60,111,27,82,0,163,122,14,43,105
LOLTMNT06_95958,LFL,15.01,169,163,13,139,103,1,64,57,131,2,4
LOLTMNT01_195517,HW,15.02,64,178,124,44,1,1,10,170,60,104,146
LOLTMNT04_92504,TCL,15.02,163,60,122,191,181,1,27,103,46,178,13
LOLTMNT04_92505,NLC,15.02,128,36,122,178,111,1,40,163,4,90,57
LOLTMNT01_196477,LVP SL,15.02,90,27,191,103,36,1,122,60,105,95,147
LOLTMNT01_196499,HW,15.02,163,175,115,150,112,1,36,90,5,83,1
LOLTMNT06_96989,LFL,15.01,57,36,6,43,103,1,27,191,82,62,88
LOLTMNT04_92510,NLC,15.02,60,64,124,191,142,1,43,59,86,169,76
LOLTMNT01_196517,LVP SL,15.02,163,114,171,122,112,0,64,169,147,103,56
LOLTMNT01_196538,HW,15.02,122,36,175,40,13,0,128,95,82,111,23
LOLTMNT06_96993,LFL,15.01,5,57,191,36,103,0,133,175,132,51,180
LOLTMNT01_195606,LVP SL,15.02,90,36,60,103,147,0,57,27,83,95,122
LOLTMNT04_92514,NLC,15.02,27,122,169,177,43,1,36,34,114,49,112
LOLTMNT01_195629,LVP SL,15.02,163,14,131,56,103,1,60,95,169,150,4
LOLTMNT06_95964,LFL,15.01,128,178,122,59,14,0,5,131,36,103,177
LOLTMNT01_196570,HW,15.02,122,175,111,62,57,1,82,95,147,191,112
LOLTMNT04_92516,NLC,15.02,128,59,175,103,40,0,60,10,82,52,7
LOLTMNT01_195652,HW,15.02,175,113,111,176,94,0,83,114,88,142,36
LOLTMNT01_196721,LCK,15.02,169,150,128,27,118,1,5,10,113,158,124
LOLTMNT01_195821,LCK,15.02,64,105,181,44,122,1,56,95,80,82,1
LOLTMNT01_196736,LJL,15.02,90,175,68,62,20,0,181,131,128,36,82
LOLTMNT01_196743,LCK,15.02,60,22,34,49,131,0,57,170,58,65,147
LOLTMNT01_196798,LJL,15.02,13,178,125,10,122,1,163,56,175,40,82
LOLTMNT01_195885,LCK,15.02,105,5,82,10,27,0,163,57,131,114,23
LOLTMNT01_195897,LCK,15.02,169,13,22,104,44,0,40,178,36,34,7
LOLTMNT01_196821,LJL,15.02,95,175,122,157,172,1,60,169,1,36,90
LOLTMNT01_195973,HLL,15.02,171,170,163,34,139,1,147,175,36,82,110
LOLTMNT04_93567,TCL,15.02,163,169,5,103,111,1,57,36,82,191,125
LOLTMNT01_196904,HLL,15.02,163,175,171,118,44,0,27,131,122,111,38
LOLTMNT04_93578,TCL,15.02,64,90,124,14,125,0,36,131,103,49,0
LOLTMNT01_197039,HLL,15.02,170,44,147,9,82,1,60,178,2,22,103
LOLTMNT01_196941,HW,15.02,175,147,95,118,139,1,90,163,111,20,43
LOLTMNT04_92566,TCL,15.02,163,128,122,111,107,0,60,95,169,103,14
LOLTMNT01_197070,HLL,15.02,60,107,111,176,118,1,5,191,112,82,164
LOLTMNT04_92572,LIT,15.02,90,20,27,43,147,1,112,36,118,83,142
LOLTMNT01_197087,HW,15.02,27,90,60,82,129,1,163,57,83,103,24
LOLTMNT06_95974,LFL,15.01,90,32,124,5,150,1,64,169,144,60,171
LOLTMNT04_93619,TCL,15.02,5,175,163,13,53,0,57,90,36,122,14
LOLTMNT06_95978,LFL,15.01,169,57,64,20,2,0,163,5,175,122,172
LOLTMNT01_198025,HW,15.02,90,176,38,180,122,0,131,60,129,59,86
LOLTMNT04_93624,LIT,15.02,171,175,163,4,125,0,64,13,122,107,139
LOLTMNT06_95981,LFL,15.01,60,27,13,170,103,0,128,131,181,62,4
LOLTMNT04_92589,LIT,15.02,57,191,82,32,181,1,178,40,62,103,56
LOLTMNT01_198062,HW,15.02,191,163,60,57,114,0,131,27,5,122,95
LOLTMNT04_92600,LIT,15.02,10,65,110,185,1,0,59,5,86,131,2
LOLTMNT01_198095,HW,15.02,122,6,62,1,28,1,36,5,150,125,165
LOLTMNT01_198268,LCK,15.02,57,169,171,62,114,1,60,163,181,34,90
LOLTMNT01_198283,LCK,15.02,13,176,118,56,146,1,36,82,14,178,139
LOLTMNT01_198303,LCK,15.02,40,128,175,187,86,1,80,49,59,161,154
LOLTMNT01_197638,LCK,15.02,169,34,57,1,10,1,60,163,113,65,145
LOLTMNT01_197628,LJL,15.02,163,169,43,82,40,1,60,178,36,122,181
LOLTMNT01_197663,LCK,15.02,105,62,114,157,43,1,27,188,90,125,4
LOLTMNT01_197673,LJL,15.02,163,178,128,82,171,1,10,169,40,122,14
LOLTMNT01_197690,LCK,15.02,5,122,95,13,80,0,23,36,20,175,78
LOLTMNT04_93691,LFL2,15.02,90,36,171,82,125,1,27,60,62,122,83
LOLTMNT01_198379,LJL,15.02,64,150,57,146,124,0,10,171,128,169,20
LOLTMNT01_197735,LJL,15.02,95,131,20,56,150,0,122,178,60,62,111
LOLTMNT01_198399,LFL2,15.02,163,122,57,6,181,1,90,58,13,82,0
LOLTMNT01_197761,RL,15.02,163,60,90,146,122,1,36,171,169,43,20
LOLTMNT04_93711,LFL2,15.02,122,191,27,60,62,0,57,103,142,109,150
LOLTMNT01_197798,RL,15.02,95,178,8,103,112,1,128,175,14,82,59
LOLTMNT04_93719,LFL2,15.02,141,40,122,14,36,0,128,27,52,20,62
LOLTMNT01_197837,RL,15.02,10,170,1,44,118,0,111,22,6,56,15
LOLTMNT01_198544,LTA S,15.02,90,36,82,170,13,0,57,191,10,20,43
LOLTMNT04_93750,LEC,15.02,60,171,178,10,20,0,105,163,57,122,128
LOLTMNT01_197947,LTA S,15.02,27,171,131,4,113,1,14,122,56,52,22
LOLTMNT04_92679,LEC,15.02,169,36,13,4,57,0,90,27,62,82,5
LOLTMNT01_198607,LTA S,15.02,60,59,178,154,1,0,114,176,118,185,150
LOLTMNT04_92696,LEC,15.02,90,57,27,20,40,0,169,36,82,1,25
LOLTMNT01_198625,LTA S,15.02,27,128,122,14,113,0,95,131,0,90,150
LOLTMNT04_92709,LEC,15.02,27,60,83,32,122,1,36,105,5,57,20
LOLTMNT01_198654,LTA S,15.02,5,169,1,62,114,0,13,175,118,57,36
LOLTMNT04_92728,LEC,15.02,171,163,175,57,20,0,27,64,131,122,5
LOLTMNT01_199069,LTA N,15.02,60,36,113,13,169,1,57,27,131,171,20
LOLTMNT01_198719,LTA N,15.02,5,90,122,14,22,1,128,95,114,178,146
LOLTMNT01_199106,LTA N,15.02,163,170,1,162,118,0,181,188,125,103,6
LOLTMNT01_198743,LTA N,15.02,57,163,5,52,122,1,169,27,128,111,4
LOLTMNT01_199126,LTA N,15.02,60,13,175,62,103,1,10,161,150,178,82
LOLTMNT01_199134,LTA N,15.02,181,90,188,80,18,0,56,131,146,187,20
LOLTMNT01_198801,LCK,15.02,5,34,131,176,13,1,57,114,62,175,171
LOLTMNT01_198810,LCK,15.02,169,14,56,95,122,0,178,36,40,23,136
LOLTMNT01_199207,LJL,15.02,131,49,187,4,90,0,107,13,62,122,125
LOLTMNT01_198873,LJL,15.02,62,13,82,131,139,0,176,175,150,112,86
LOLTMNT04_93827,LFL2,15.02,90,128,163,142,103,1,27,52,82,40,49
LOLTMNT01_198901,LJL,15.02,60,191,163,114,57,1,16,5,36,82,49
LOLTMNT01_198907,LFL2,15.02,163,57,82,178,147,0,122,27,141,44,62
LOLTMNT01_199311,RL,15.02,36,52,82,59,44,0,57,141,103,95,128
LOLTMNT04_92770,LFL2,15.02,57,4,90,142,171,0,49,122,70,5,76
LOLTMNT01_199344,RL,15.02,27,125,13,114,156,1,181,131,62,43,115
LOLTMNT04_92772,LFL2,15.02,163,122,5,107,49,0,27,60,82,191,36
LOLTMNT01_200010,RL,15.02,64,178,124,146,139,0,175,118,176,1,173
LOLTMNT01_199445,LTA S,15.02,57,10,13,175,15,0,163,131,125,171,118
LOLTMNT04_93871,LEC,15.02,163,57,14,122,131,0,36,175,118,111,112
LOLTMNT01_200090,LTA S,15.02,128,178,36,146,114,1,169,40,122,187,1
LOLTMNT04_93883,LEC,15.02,90,163,5,128,82,0,111,64,107,125,44
LOLTMNT01_199518,LTA S,15.02,27,43,82,83,139,0,56,14,22,34,170
LOLTMNT04_92827,LEC,15.02,169,62,5,118,13,1,36,178,14,82,114
LOLTMNT01_200132,LTA S,15.02,141,14,60,22,34,0,5,27,52,1,122
LOLTMNT04_92843,LEC,15.02,163,122,142,150,57,0,191,27,5,118,181
LOLTMNT01_199567,LTA S,15.02,10,20,57,181,83,1,128,36,175,82,142
LOLTMNT04_93937,LEC,15.02,36,175,82,112,13,1,163,169,118,150,46
LOLTMNT01_199589,LTA N,15.02,169,128,27,103,13,0,57,90,114,36,112
LOLTMNT01_199596,LTA S,15.02,169,114,62,150,113,1,56,178,155,118,40
LOLTMNT01_199614,LTA N,15.02,163,14,178,125,113,1,10,131,146,118,43
LOLTMNT01_200198,LTA S,15.02,60,90,27,18,1,0,57,163,191,114,4
LOLTMNT01_199618,LTA N,15.02,60,62,171,34,175,1,5,191,40,82,59
LOLTMNT01_199622,LTA N,15.02,60,27,191,122,24,1,169,57,14,82,36
LOLTMNT01_200234,LTA N,15.02,181,131,128,58,4,1,142,90,62,40,118
LOLTMNT01_199637,LTA N,15.02,10,52,103,171,162,0,188,175,150,15,23
LOLTMNT01_199640,LTA N,15.02,5,114,191,27,56,1,181,131,125,163,82
LOLTMNT01_199664,LCKC,15.02,57,105,82,49,187,0,27,141,114,90,111
LOLTMNT01_199677,LCKC,15.02,128,122,170,36,14,0,40,169,118,163,171
LOLTMNT01_199706,LCKC,15.02,169,128,13,27,82,0,57,163,178,122,150
LOLTMNT01_199711,LCKC,15.02,60,10,34,181,66,1,43,36,104,14,139
LOLTMNT01_199725,LCKC,15.02,5,80,103,44,187,1,125,105,40,59,20
LOLTMNT01_199739,LCKC,15.02,60,36,82,129,80,0,5,170,8,62,122
LOLTMNT01_199758,LCKC,15.02,57,131,27,150,118,0,128,113,13,10,4
LOLTMNT04_92941,LEC,15.02,90,36,57,122,14,1,27,191,82,95,139
LOLTMNT01_200554,NEXO,15.02,60,27,191,82,163,0,175,5,95,171,4
LOLTMNT01_199956,NEXO,15.02,163,124,170,139,13,1,90,64,104,175,111
LOLTMNT04_92952,LEC,15.02,27,188,122,57,131,1,163,178,4,171,139
LOLTMNT01_201001,NEXO,15.02,36,82,107,49,125,1,90,163,20,14,43
LOLTMNT01_201016,NEXO,15.02,27,178,60,20,111,1,90,58,88,147,118
LOLTMNT04_92975,LEC,15.02,57,105,82,62,181,0,36,191,122,112,13
LOLTMNT01_201034,NEXO,15.02,163,5,131,124,181,1,36,122,162,74,2
LOLTMNT01_201039,NEXO,15.02,90,5,36,175,1,1,57,178,27,118,146
LOLTMNT04_92989,LEC,15.02,36,169,82,25,1,1,90,27,118,175,146
LOLTMNT04_94054,LEC,15.02,27,29,163,114,112,0,36,191,122,181,43
LOLTMNT01_201097,CD,15.02,171,169,27,57,118,0,90,128,181,36,82
LOLTMNT01_200711,CD,15.02,57,90,27,122,14,1,60,178,59,111,20
LOLTMNT01_200713,CD,15.02,5,83,43,27,82,1,60,57,188,175,122
LOLTMNT01_201104,CD,15.02,111,107,95,118,44,1,27,52,56,10,122
LOLTMNT01_201129,CD,15.02,60,58,122,46,150,0,10,178,20,112,145
LOLTMNT01_200741,CD,15.02,13,95,169,4,114,1,65,36,113,103,139
LOLTMNT01_201132,CD,15.02,163,113,14,20,5,0,62,178,24,18,175
LOLTMNT01_201131,CD,15.02,131,62,82,112,142,0,163,175,118,56,49
LOLTMNT01_201139,CD,15.02,111,59,170,118,44,1,10,107,1,15,112
LOLTMNT01_200754,CD,15.02,169,1,59,86,23,1,185,129,51,36,152
LOLTMNT01_201143,CD,15.02,128,54,95,114,181,0,40,155,107,23,2
LOLTMNT01_200818,LCKC,15.02,60,175,13,62,4,1,57,169,10,122,172
LOLTMNT01_201204,LCKC,15.02,128,80,103,14,95,0,105,5,82,36,181
LOLTMNT01_201218,LCKC,15.02,5,169,13,103,187,1,57,105,36,49,122
LOLTMNT01_200864,LCKC,15.02,128,113,27,59,86,1,40,178,163,14,18
LOLTMNT01_201245,LCKC,15.02,10,124,44,146,170,1,56,175,1,9,94
LOLTMNT01_202033,RL,15.02,171,90,59,118,139,0,163,141,111,82,5
LOLTMNT01_200986,HW,15.02,27,175,122,5,150,1,13,131,4,64,125
LOLTMNT04_96019,PRM,15.02,175,46,27,4,14,0,60,5,6,82,163
LOLTMNT01_202062,HW,15.02,27,175,4,129,44,1,122,13,169,62,5
LOLTMNT01_203013,RL,15.02,27,95,122,128,173,1,36,175,49,103,102
LOLTMNT01_202089,HW,15.02,141,36,5,104,14,0,191,57,62,4,112
LOLTMNT01_202102,RL,15.02,171,27,178,118,112,0,163,60,122,169,87
LOLTMNT04_95071,PRM,15.02,64,56,122,170,171,0,131,36,114,125,2
LOLTMNT01_203107,RL,15.02,95,175,125,4,188,0,64,131,82,43,177
LOLTMNT04_95076,PRM,15.02,27,169,5,133,82,0,90,163,60,111,122
LOLTMNT04_96050,PRM,15.02,57,62,175,4,2,1,36,107,1,103,112
LOLTMNT01_203159,CD,15.02,27,169,128,49,114,0,57,178,40,118,62
LOLTMNT01_203165,CD,15.02,57,175,118,59,49,1,131,10,20,128,181
LOLTMNT01_203170,CD,15.02,163,113,131,124,146,1,111,62,175,118,178
LOLTMNT01_202209,CD,15.02,178,5,82,171,58,1,64,191,56,114,145
LOLTMNT01_203176,CD,15.02,60,175,36,20,146,1,163,90,43,122,155
LOLTMNT01_202213,CD,15.02,64,54,24,115,56,0,27,90,5,171,122
LOLTMNT01_202222,CD,15.02,60,169,1,59,86,1,5,10,43,105,103
LOLTMNT01_203185,CD,15.02,64,124,178,139,49,1,57,163,150,175,82
LOLTMNT01_203186,CD,15.02,65,74,122,27,0,1,171,113,44,114,176
LOLTMNT01_203330,HLL,15.02,163,1,169,118,25,0,60,178,49,76,124
LOLTMNT04_95108,TCL,15.02,60,170,82,49,163,1,57,191,181,36,4
LOLTMNT01_203357,HLL,15.02,170,36,57,4,150,1,44,163,74,122,111
LOLTMNT04_96095,TCL,15.02,163,60,82,181,105,0,5,36,122,83,27
LOLTMNT01_202451,HLL,15.02,13,170,60,95,82,1,146,163,131,114,20
LOLTMNT01_203387,RL,15.02,90,163,122,166,95,1,60,27,4,191,36
LOLTMNT01_202464,HW,15.02,60,131,64,111,82,1,122,57,62,173,24
LOLTMNT04_95133,TCL,15.02,5,169,27,188,82,0,163,128,114,150,4
LOLTMNT01_203408,HLL,15.02,141,14,163,57,82,0,122,178,111,176,38
LOLTMNT04_96120,PRM,15.02,170,163,146,103,40,1,90,82,36,1,114
LOLTMNT04_96116,LFL,15.02,90,128,142,106,132,0,36,60,82,111,107
LOLTMNT01_203412,HW,15.02,5,95,122,150,169,1,64,103,170,111,124
LOLTMNT04_96124,NLC,15.02,36,82,169,87,44,0,90,27,122,111,170
LOLTMNT01_202479,RL,15.02,57,99,58,103,1,1,169,5,118,62,150
LOLTMNT04_96133,TCL,15.02,60,62,90,118,14,1,131,56,122,59,150
LOLTMNT01_202493,HW,15.02,175,111,122,113,10,0,105,36,80,82,25
LOLTMNT04_96139,PRM,15.02,122,131,181,98,95,1,5,133,175,132,25
LOLTMNT04_96138,EBL,15.02,175,36,1,154,23,0,27,150,103,8,56
LOLTMNT01_203441,RL,15.02,171,52,122,59,125,1,82,27,191,2,43
LOLTMNT04_95149,NLC,15.02,163,14,175,4,112,1,95,13,107,103,139
